标签,疾病名字,top3,top5,top8,top10,备注：该类别训练样本数
272.0,丘脑出血,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),176
273.0,丘脑穿支动脉梗死,0.51(15/29),0.51(15/29),0.51(15/29),0.51(15/29),5
274.0,丘脑脓肿,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
275.0,丙型肝炎肝硬化,0.89(17/19),1.0(19/19),1.0(19/19),1.0(19/19),24
276.0,丙戊酸钠中毒,0.0(0/29),0.0(0/29),1.0(29/29),1.0(29/29),1
277.0,丛集性头痛,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),2
278.0,两性畸形,1.0(23/23),1.0(23/23),1.0(23/23),1.0(23/23),1
279.0,两根肋骨骨折不伴第一肋骨骨折,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
280.0,严重营养不良,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
281.0,中叶性肺炎,0.87(29/33),0.87(29/33),0.87(29/33),0.87(29/33),5
282.0,中叶综合征[Brock综合征],0.17(6/35),0.25(9/35),0.28(10/35),0.37(13/35),17
283.0,中央性前置胎盘,0.06(2/33),0.06(2/33),0.06(2/33),0.06(2/33),55
284.0,中央性前置胎盘伴出血,0.04(2/45),0.04(2/45),0.11(5/45),0.11(5/45),26
285.0,中度贫血,0.17(6/35),0.28(10/35),0.34(12/35),0.34(12/35),22
286.0,中心性浆液性脉络膜视网膜病,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
287.0,中心性渗出性脉络膜视网膜病,0.45(11/24),1.0(24/24),1.0(24/24),1.0(24/24),4
288.0,中性粒细胞减少症,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
289.0,中期妊娠引产,0.6(12/20),0.6(12/20),0.7(14/20),0.7(14/20),6
290.0,中期妊娠引产(计划生育),0.0(0/37),0.0(0/37),0.0(0/37),0.0(0/37),185
291.0,中枢性呼吸衰竭,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),3
292.0,中枢性尿崩症,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
293.0,中枢性睡眠呼吸暂停综合征,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
294.0,中枢神经系统恶性肿瘤,0.0(0/38),0.60(23/38),0.60(23/38),0.60(23/38),2
295.0,中枢神经系统感染,0.32(12/37),0.32(12/37),0.32(12/37),0.32(12/37),19
296.0,中枢神经系统白血病,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),1
297.0,中毒性休克综合征,1.0(37/37),1.0(37/37),1.0(37/37),1.0(37/37),1
298.0,中毒性肝病,0.88(24/27),0.88(24/27),0.88(24/27),0.88(24/27),45
299.0,中毒性肝病伴肝衰竭,1.0(42/42),1.0(42/42),1.0(42/42),1.0(42/42),1
300.0,中毒性脑病,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),4
301.0,中毒性腹泻,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),1
302.0,中毒性高铁血红蛋白血症,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
303.0,中耳原位癌,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
304.0,中耳炎,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),2
305.0,中耳胆固醇肉芽肿,1.0(37/37),1.0(37/37),1.0(37/37),1.0(37/37),1
306.0,中耳胆脂瘤,0.0(0/33),0.06(2/33),0.12(4/33),0.12(4/33),50
307.0,中耳良性肿瘤,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
308.0,临床症状不明显[亚临床]的碘缺乏性甲状腺功能减退症,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
309.0,临界性高血压,0.43(14/32),0.43(14/32),0.43(14/32),0.43(14/32),2
310.0,丹毒,0.08(3/35),0.08(3/35),0.11(4/35),0.17(6/35),174
311.0,为肾透析半永久静脉拔管,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),2
312.0,为肾透析的动静脉搭桥,0.38(13/34),0.38(13/34),0.38(13/34),0.38(13/34),2
313.0,为肾透析的动静脉造瘘,0.15(6/38),0.21(8/38),0.21(8/38),0.21(8/38),15
314.0,为肾透析的静脉插管,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),2
315.0,为预防恶性肿瘤的手术医疗,0.48(14/29),0.48(14/29),0.48(14/29),0.48(14/29),2
316.0,主动脉冠状动脉搭桥术后状态,1.0(19/19),1.0(19/19),1.0(19/19),1.0(19/19),1
317.0,主动脉壁内血肿,0.40(11/27),0.62(17/27),0.74(20/27),0.74(20/27),5
318.0,主动脉夹层A型,0.66(20/30),0.66(20/30),0.66(20/30),0.66(20/30),7
319.0,主动脉夹层B3S型,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
320.0,主动脉夹层B型,0.46(13/28),0.46(13/28),0.46(13/28),0.53(15/28),15
321.0,主动脉夹层形成,0.48(13/27),0.48(13/27),0.55(15/27),0.59(16/27),25
322.0,主动脉弓假性动脉瘤,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
323.0,主动脉弓动脉瘤,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
324.0,主动脉溃疡,0.0(0/30),0.0(0/30),0.4(12/30),0.4(12/30),4
325.0,主动脉瓣二瓣化畸形,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),2
326.0,主动脉瓣关闭不全,0.36(11/30),0.53(16/30),0.53(16/30),0.53(16/30),8
327.0,主动脉瓣周脓肿,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
328.0,主动脉瓣机械瓣置换状态,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
329.0,主动脉瓣狭窄,0.74(23/31),0.74(23/31),0.74(23/31),0.74(23/31),4
330.0,主动脉瓣狭窄伴关闭不全,0.67(19/28),1.0(28/28),1.0(28/28),1.0(28/28),4
331.0,主动脉瘤,0.30(7/23),0.30(7/23),0.30(7/23),0.30(7/23),2
332.0,主动脉硬化,0.76(26/34),1.0(34/34),1.0(34/34),1.0(34/34),4
333.0,主动脉粥样硬化,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
334.0,主支气管恶性肿瘤,0.84(21/25),0.84(21/25),0.84(21/25),0.88(22/25),5
335.0,主支气管良性肿瘤,0.76(19/25),0.76(19/25),0.76(19/25),0.76(19/25),5
336.0,乏力,0.70(19/27),0.70(19/27),0.70(19/27),0.70(19/27),4
337.0,乙型病毒性肝炎病原携带者,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
338.0,乙型肝炎相关性肾炎,0.76(23/30),0.76(23/30),0.76(23/30),0.76(23/30),6
339.0,乙型肝炎肝硬化,0.75(18/24),0.91(22/24),0.91(22/24),0.91(22/24),43
340.0,乙状窦栓塞,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
341.0,乙状窦血栓形成,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
342.0,乙状结肠交界性肿瘤,0.0(0/26),0.0(0/26),0.0(0/26),0.0(0/26),1
343.0,乙状结肠息肉,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),67
344.0,乙状结肠恶性肿瘤,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),254
345.0,乙状结肠继发恶性肿瘤,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),1
346.0,乙状结肠良性肿瘤,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),273
347.0,乙醇中毒,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
348.0,乳头乳晕恶性肿瘤,0.0(0/32),0.0(0/32),0.0(0/32),1.0(32/32),1
349.0,乳头恶性肿瘤,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),3
350.0,乳头溢液,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),3
351.0,乳房交界性肿瘤,0.0(0/30),0.0(0/30),0.2(6/30),0.2(6/30),7
352.0,乳房假体和植入物的机械性并发症,0.0(0/35),0.0(0/35),0.0(0/35),0.4(14/35),2
353.0,乳房假体植入术后随诊医疗,0.0(0/28),0.0(0/28),0.0(0/28),0.0(0/28),1
354.0,乳房小叶原位癌,0.0(0/30),0.0(0/30),1.0(30/30),1.0(30/30),1
355.0,乳房整形,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),3
356.0,乳房术后整形,0.0(0/27),0.0(0/27),0.0(0/27),0.0(0/27),4
357.0,乳房炎性肿物,0.0(0/32),0.25(8/32),0.25(8/32),0.25(8/32),3
358.0,乳房结节,0.51(15/29),0.51(15/29),0.51(15/29),0.51(15/29),3
359.0,乳房肿物,0.36(9/25),0.6(15/25),0.72(18/25),0.72(18/25),72
360.0,乳房脂肪坏死,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
361.0,乳房脂肪瘤,0.14(4/27),0.14(4/27),0.14(4/27),0.70(19/27),3
362.0,乳房脓肿,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),1
363.0,乳房错构瘤,0.0(0/32),0.0(0/32),0.0(0/32),1.0(32/32),1
364.0,乳晕恶性肿瘤,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),1
365.0,乳突术后感染,0.54(18/33),0.54(18/33),0.54(18/33),0.54(18/33),2
366.0,乳突炎,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),1
367.0,乳突胆脂瘤,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
368.0,乳糜尿,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),2
369.0,乳糜胸,0.70(24/34),0.70(24/34),0.70(24/34),0.70(24/34),6
370.0,乳腺中上象限恶性肿瘤,0.17(5/28),0.17(5/28),0.21(6/28),0.28(8/28),39
371.0,乳腺中下象限恶性肿瘤,0.0(0/37),0.0(0/37),0.0(0/37),0.0(0/37),21
372.0,乳腺中内象限恶性肿瘤,0.0(0/30),0.0(0/30),0.0(0/30),0.0(0/30),9
373.0,乳腺中外象限恶性肿瘤,0.07(2/27),0.14(4/27),0.51(14/27),0.74(20/27),25
374.0,乳腺中央部恶性肿瘤,0.79(19/24),0.83(20/24),0.83(20/24),0.83(20/24),16
375.0,乳腺佩吉特氏病,0.35(11/31),0.35(11/31),0.35(11/31),0.35(11/31),2
376.0,乳腺内上象限恶性肿瘤,0.07(2/26),0.07(2/26),0.5(13/26),0.73(19/26),135
377.0,乳腺内下象限恶性肿瘤,0.45(11/24),0.75(18/24),0.75(18/24),0.75(18/24),49
378.0,乳腺原位癌,0.0(0/29),0.03(1/29),0.03(1/29),0.03(1/29),44
379.0,乳腺囊性增生病,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),36
380.0,乳腺囊肿,1.0(19/19),1.0(19/19),1.0(19/19),1.0(19/19),4
381.0,乳腺囊腺病,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),49
382.0,乳腺增生,0.47(11/23),0.73(17/23),0.86(20/23),0.91(21/23),45
383.0,乳腺外上象限恶性肿瘤,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),699
384.0,乳腺外下象限恶性肿瘤,0.0(0/29),0.03(1/29),0.03(1/29),0.03(1/29),105
385.0,乳腺多处恶性肿瘤,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),3
386.0,乳腺导管原位癌,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),127
387.0,乳腺导管扩张症,0.69(16/23),0.69(16/23),0.69(16/23),0.69(16/23),4
388.0,乳腺恶性肿瘤,0.0(0/25),0.04(1/25),0.48(12/25),0.56(14/25),52
389.0,乳腺炎,0.0(0/37),0.0(0/37),0.0(0/37),0.0(0/37),5
390.0,乳腺炎性肉芽肿,0.35(10/28),0.64(18/28),0.75(21/28),0.75(21/28),5
391.0,乳腺纤维囊性增生,0.0(0/36),0.27(10/36),0.27(10/36),0.27(10/36),3
392.0,乳腺继发恶性肿瘤,0.66(18/27),0.66(18/27),0.66(18/27),1.0(27/27),3
393.0,乳腺脓肿,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),4
394.0,乳腺良性肿瘤,0.0(0/37),0.0(0/37),0.0(0/37),0.0(0/37),583
395.0,乳腺钙化,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),4
396.0,乳酸性酸中毒,0.41(13/31),0.41(13/31),0.41(13/31),0.41(13/31),2
397.0,二尖瓣主动脉瓣三尖瓣联合瓣膜病,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
398.0,二尖瓣主动脉瓣联合瓣膜病,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
399.0,二尖瓣关闭不全,0.35(13/37),0.35(13/37),0.35(13/37),0.35(13/37),9
400.0,二尖瓣及主动脉瓣关闭不全,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
401.0,二尖瓣及主动脉瓣狭窄伴关闭不全,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
402.0,二尖瓣后叶脱垂,1.0(39/39),1.0(39/39),1.0(39/39),1.0(39/39),2
403.0,二尖瓣狭窄,0.48(16/33),0.48(16/33),0.48(16/33),0.48(16/33),2
404.0,二尖瓣狭窄伴关闭不全,0.65(17/26),0.65(17/26),0.65(17/26),0.65(17/26),3
405.0,二尖瓣狭窄关闭不全及主动脉瓣关闭不全,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),3
406.0,二尖瓣脱垂,0.55(16/29),0.55(16/29),0.55(16/29),0.55(16/29),3
407.0,二尖瓣脱垂伴关闭不全,0.48(15/31),0.48(15/31),0.54(17/31),0.61(19/31),12
408.0,二尖瓣腱索断裂,0.0(0/37),0.29(11/37),0.29(11/37),0.29(11/37),5
409.0,二度II型房室传导阻滞,0.09(3/31),0.19(6/31),0.38(12/31),0.38(12/31),43
410.0,二度I型房室传导阻滞,0.15(5/32),0.21(7/32),0.21(7/32),0.21(7/32),20
411.0,二度房室传导阻滞,0.45(11/24),0.45(11/24),0.70(17/24),0.83(20/24),24
412.0,二期梅毒,0.51(14/27),0.51(14/27),0.51(14/27),0.51(14/27),2
413.0,二期梅毒性眼病,0.0(0/36),1.0(36/36),1.0(36/36),1.0(36/36),1
414.0,二氧化碳中毒,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
415.0,二甲苯中毒,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
416.0,二硫化碳中毒,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),2
417.0,亚临床甲状腺功能亢进,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),3
418.0,亚急性冠状动脉支架内血栓形成,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
419.0,亚急性创伤性硬膜下出血,0.1(4/40),0.1(4/40),0.1(4/40),0.1(4/40),5
420.0,亚急性创伤性硬膜下血肿,0.0(0/32),0.0(0/32),0.0(0/32),0.09(3/32),18
421.0,亚急性咳嗽,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
422.0,亚急性感染性心内膜炎,0.58(20/34),0.58(20/34),0.58(20/34),0.58(20/34),13
423.0,亚急性甲状腺炎[德奎尔万甲状腺炎],0.23(7/30),0.23(7/30),0.26(8/30),0.26(8/30),44
424.0,亚急性皮肤红斑狼疮,0.55(21/38),1.0(38/38),1.0(38/38),1.0(38/38),2
425.0,亚急性粟粒性肺结核,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),3
426.0,亚急性细菌性心内膜炎,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),2
427.0,亚急性肉芽肿性甲状腺炎,0.30(7/23),0.65(15/23),0.65(15/23),0.65(15/23),7
428.0,亚急性肝衰竭,1.0(23/23),1.0(23/23),1.0(23/23),1.0(23/23),4
429.0,亚急性脊髓联合变性病,0.38(13/34),0.38(13/34),0.47(16/34),0.58(20/34),9
430.0,亚急性血行播散性肺结核,1.0(16/16),1.0(16/16),1.0(16/16),1.0(16/16),2
431.0,亚急性酒精性肝衰竭,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
432.0,亚急性阑尾炎,0.30(11/36),0.30(11/36),0.30(11/36),0.30(11/36),3
433.0,亚急性非创伤性硬膜下出血,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
434.0,亚急性非创伤性硬膜下血肿,0.0(0/30),0.0(0/30),0.16(5/30),0.16(5/30),13
435.0,亚急性非创伤性硬膜外出血,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),1
436.0,交感性眼炎,0.0(0/30),0.0(0/30),0.43(13/30),0.43(13/30),5
437.0,交感神经型颈椎病,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
438.0,交界痣,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
439.0,交通性脑积水[非梗阻性脑积水],0.55(15/27),0.55(15/27),0.55(15/27),0.55(15/27),4
440.0,产前出血,0.83(20/24),0.87(21/24),0.91(22/24),0.91(22/24),18
441.0,产前子宫破裂,0.37(14/37),0.37(14/37),0.37(14/37),0.37(14/37),3
442.0,产前筛查异常,0.0(0/28),0.0(0/28),0.0(0/28),0.0(0/28),2
443.0,产后会阴伤口愈合不良,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),1
444.0,产后即时出血,0.0(0/34),0.0(0/34),0.0(0/34),0.05(2/34),15
445.0,产后垂体功能不全综合征[席恩综合征],0.4(16/40),0.4(16/40),0.85(34/40),0.85(34/40),5
446.0,产后大出血,0.20(5/24),0.20(5/24),0.29(7/24),0.29(7/24),10
447.0,产后弥散性血管内凝血,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
448.0,产科休克,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),2
449.0,产科术后伤口脂肪液化,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
450.0,产科羊水栓塞,0.3(9/30),0.3(9/30),0.3(9/30),0.3(9/30),3
451.0,产科肺栓塞,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
452.0,产程和分娩并发胎儿心动过缓,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),1
453.0,产程期原发性子宫收缩乏力,0.64(16/25),0.64(16/25),0.64(16/25),0.64(16/25),3
454.0,产程期强直性子宫收缩,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),1
455.0,产程期继发性子宫收缩乏力,0.45(14/31),0.45(14/31),0.45(14/31),0.45(14/31),3
456.0,产褥期乳腺炎,0.5(14/28),0.5(14/28),0.5(14/28),0.5(14/28),2
457.0,产褥期发热,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
458.0,产褥期呼吸系统疾病,0.61(19/31),0.61(19/31),1.0(31/31),1.0(31/31),2
459.0,产褥期大脑静脉血栓形成,1.0(38/38),1.0(38/38),1.0(38/38),1.0(38/38),1
460.0,产褥期子宫复旧不全,0.44(12/27),0.44(12/27),0.44(12/27),0.44(12/27),3
461.0,产褥期子痫,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),2
462.0,产褥期尿潴留,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),7
463.0,产褥期循环系统疾病,1.0(38/38),1.0(38/38),1.0(38/38),1.0(38/38),1
464.0,产褥期心功能不全,0.33(11/33),0.33(11/33),0.33(11/33),0.33(11/33),3
465.0,产褥期心肌病,0.68(24/35),0.68(24/35),0.68(24/35),0.68(24/35),4
466.0,产褥期急性肾衰竭,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
467.0,产褥期感染,0.47(11/23),0.47(11/23),0.47(11/23),0.47(11/23),15
468.0,产褥期感染性发热,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
469.0,产褥期消化系统疾病,0.0(0/26),1.0(26/26),1.0(26/26),1.0(26/26),1
470.0,产褥期深静脉血栓形成,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
471.0,产褥期皮肤和皮下组织的疾病,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
472.0,产褥期神经系统疾病,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
473.0,产褥期脑血管病,0.0(0/32),0.0(0/32),0.0(0/32),1.0(32/32),1
474.0,产褥期脓毒病,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),1
475.0,产褥期血液和造血器官疾病,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
476.0,产褥期败血病,0.46(18/39),0.46(18/39),0.46(18/39),0.46(18/39),2
477.0,产超广谱β-内酰胺酶大肠埃希菌(ESBLs),1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
478.0,产钳助产的单胎分娩,0.30(12/39),0.30(12/39),0.30(12/39),0.30(12/39),4
479.0,亨特综合征,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),3
480.0,人乳头瘤病毒感染,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
481.0,人工关节置换术后假体功能障碍,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
482.0,人工动静脉瘘狭窄,0.45(14/31),0.45(14/31),0.45(14/31),0.45(14/31),2
483.0,人工动静脉瘘血栓形成,0.39(11/28),0.39(11/28),0.39(11/28),0.39(11/28),6
484.0,人工动静脉瘘闭塞,0.61(21/34),0.61(21/34),0.61(21/34),0.61(21/34),4
485.0,人工晶体引起的机械性并发症,0.0(0/39),0.0(0/39),0.0(0/39),0.0(0/39),2
486.0,人工晶体植入状态,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),1
487.0,人工晶体脱位,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),22
488.0,人工流产后延迟出血,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),1
489.0,人工耳蜗植入感染,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),3
490.0,人工股骨头置换术后假体功能障碍,0.0(0/33),0.51(17/33),0.51(17/33),0.51(17/33),2
491.0,人工股骨头置换术后假体松动,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
492.0,人工膝关节置换术后假体功能障碍,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),15
493.0,人工膝关节置换术后假体松动,0.20(6/29),0.31(9/29),0.31(9/29),0.31(9/29),7
494.0,人工血管血栓形成,0.0(0/40),0.0(0/40),0.0(0/40),0.0(0/40),4
495.0,人工造口状态,0.75(21/28),0.75(21/28),0.75(21/28),0.75(21/28),2
496.0,人工造口维护,0.47(10/21),0.47(10/21),0.57(12/21),0.57(12/21),18
497.0,人工髋关节置换术后假体功能障碍,0.44(11/25),0.44(11/25),0.52(13/25),0.52(13/25),12
498.0,人工髋关节置换术后假体松动,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),7
499.0,人工髋关节置换术后异位骨化,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
500.0,人工髋关节置换术后髋臼松动,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),2
501.0,人感染H7N9禽流感,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),5
502.0,人感染高致病性禽流感A[H5N1],1.0(36/36),1.0(36/36),1.0(36/36),1.0(36/36),1
503.0,人流术后胎盘残留,0.5(13/26),0.5(13/26),0.5(13/26),0.5(13/26),2
504.0,人流术后胎膜残留,0.89(17/19),0.89(17/19),0.89(17/19),1.0(19/19),20
505.0,代谢性白内障,0.72(18/25),0.96(24/25),0.96(24/25),0.96(24/25),21
506.0,代谢性脑病,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),9
507.0,任克氏间隙水肿,0.5(17/34),0.67(23/34),0.67(23/34),0.67(23/34),10
508.0,伊顿-兰伯顿综合征,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),1
509.0,会厌囊肿,0.10(3/28),0.10(3/28),0.17(5/28),0.21(6/28),90
510.0,会厌恶性肿瘤,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),4
511.0,会厌舌骨上良性肿瘤,0.62(18/29),0.62(18/29),0.62(18/29),1.0(29/29),2
512.0,会阴-阴道复杂裂伤,0.0(0/30),0.0(0/30),0.0(0/30),1.0(30/30),1
513.0,会阴侧切伤口愈合不良,0.0(0/39),0.0(0/39),0.0(0/39),0.0(0/39),1
514.0,会阴切口疝,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
515.0,会阴恶性肿瘤,0.71(20/28),0.71(20/28),0.71(20/28),0.71(20/28),3
516.0,会阴损伤,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),5
517.0,会阴痛,0.29(8/27),0.29(8/27),0.44(12/27),0.44(12/27),4
518.0,会阴脓肿,0.0(0/46),0.0(0/46),0.0(0/46),0.0(0/46),1
519.0,会阴良性肿瘤,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),4
520.0,会阴裂伤伤口感染,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
521.0,会阴部软组织感染,0.65(15/23),0.65(15/23),0.65(15/23),0.65(15/23),3
522.0,传染性单核细胞增多症[腺性热],1.0(19/19),1.0(19/19),1.0(19/19),1.0(19/19),144
523.0,伤寒杆菌败血症,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
524.0,伴有精神病性症状的重度抑郁发作,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
525.0,伸肌腱断裂后遗症,0.0(0/28),0.0(0/28),0.0(0/28),0.0(0/28),1
526.0,低位产钳术的单胎分娩,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
527.0,低体重儿,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),2
528.0,低出生体重儿(1500-2499g),0.21(7/33),0.21(7/33),0.21(7/33),0.36(12/33),6
529.0,低压性青光眼[正常眼压性青光眼],1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),1
530.0,低氧相关性肺动脉高压,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
531.0,低眼压症,0.0(0/31),0.0(0/31),1.0(31/31),1.0(31/31),1
532.0,低置胎盘,0.13(4/30),0.13(4/30),0.13(4/30),0.13(4/30),15
533.0,低色素性小细胞性贫血,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
534.0,低蛋白血症,0.15(5/32),0.21(7/32),0.34(11/32),0.34(11/32),26
535.0,低血压,0.78(26/33),0.78(26/33),0.78(26/33),0.78(26/33),8
536.0,低血容量性休克,0.70(12/17),1.0(17/17),1.0(17/17),1.0(17/17),6
537.0,低血氧症,0.13(5/36),0.13(5/36),0.25(9/36),0.30(11/36),16
538.0,低血糖性昏迷,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),2
539.0,低血糖症,0.11(4/34),0.11(4/34),0.20(7/34),0.20(7/34),17
540.0,低钙血症,0.46(13/28),1.0(28/28),1.0(28/28),1.0(28/28),2
541.0,低钠血症,0.86(19/22),0.86(19/22),0.86(19/22),0.86(19/22),8
542.0,低钾型周期性瘫痪[低血钾性周期性麻痹/家族性周期性瘫痪],0.80(21/26),1.0(26/26),1.0(26/26),1.0(26/26),4
543.0,低钾血症,0.26(9/34),0.26(9/34),0.26(9/34),0.32(11/34),30
544.0,低钾钠氯综合征,0.0(0/42),0.0(0/42),0.0(0/42),0.0(0/42),2
545.0,低镁血症,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
546.0,低顺应性膀胱,0.74(20/27),0.74(20/27),0.74(20/27),0.74(20/27),4
547.0,低颅压性头痛,0.19(8/42),0.19(8/42),0.19(8/42),0.19(8/42),7
